,datetime,title,link
71,2024-07-21T19:56:21-03:00,Imagens e vídeos mostram o erro de Praxedes no 2° gol do Atlético-MG,/noticias/imagens-e-videos-mostram-o-erro-de-praxedes-no-2deg-gol-do-atletico-mg-397197.html
72,2024-07-21T19:29:58-03:00,Vegetti ficou na bronca após ser agarrado na pequena área; veja,/noticias/vegetti-ficou-na-bronca-apos-ser-agarrado-na-pequena-area-veja-397196.html
73,2024-07-21T18:55:17-03:00,Possível retorno ao Vasco? Alan Kardec fala com exclusividade,/noticias/possivel-retorno-ao-vasco-alan-kardec-fala-com-exclusividade-397193.html
74,2024-07-21T18:31:27-03:00,Notas dos jogadores do Vasco contra o Atlético-MG,/noticias/notas-dos-jogadores-do-vasco-contra-o-atletico-mg-3-397186.html
75,2024-07-21T18:08:43-03:00,Lance de Praxedes em possível pênalti é comparado com o do jogo do rival,/noticias/lance-de-praxedes-em-possivel-penalti-e-comparado-com-o-do-jogo-do-rival-397178.html
76,2024-07-21T17:56:00-03:00,Vasco é superado pelo Atlético-MG na Arena MRV: 2 a 0,/noticias/vasco-e-superado-pelo-atletico-mg-na-arena-mrv-2-a-0-397171.html
77,2024-07-21T17:04:06-03:00,Emerson Rodríguez estreia no Vasco,/noticias/emerson-rodriguez-estreia-no-vasco-397167.html
78,2024-07-21T09:37:00-03:00,Sócio Gigante alcança marca de 50 mil adesões,/noticias/socio-gigante-alcanca-marca-de-50-mil-adesoes-397108.html
79,2024-07-21T08:28:00-03:00,Análise: A tática utilizada por Rafael Paiva na reação do Vasco em 2024,/noticias/analise-a-tatica-utilizada-por-rafael-paiva-na-reacao-do-vasco-em-2024-397093.html
80,2024-07-20T21:54:26-03:00,Vasco x Fluminense pode acontecer no Maracanã,/noticias/vasco-x-fluminense-pode-acontecer-no-maracana-397085.html
81,2024-07-20T15:19:00-03:00,Souza só teria a possibilidade de jogar 20 minutos contra o Atlético-MG,/noticias/souza-so-teria-a-possibilidade-de-jogar-20-minutos-contra-o-atletico-mg-397055.html
82,2024-07-20T14:40:00-03:00,Números de David e Vegetti em participações em gols em 2024,/noticias/numeros-de-david-e-vegetti-em-participacoes-em-gols-em-2024-397051.html
83,2024-07-20T13:05:45-03:00,Vasco divulga relacionados para enfrentar o Atético-MG com novidades,/noticias/vasco-divulga-relacionados-para-enfrentar-o-atetico-mg-com-novidades-397037.html
84,2024-07-20T11:10:11-03:00,O possível motivo do Botafogo não emprestar o Engenhão para o Vasco,/noticias/o-possivel-motivo-do-botafogo-nao-emprestar-o-engenhao-para-o-vasco-397022.html
85,2024-07-20T08:43:48-03:00,Payet tem grande possibilidade de voltar e Coutinho evolui na preparação,/noticias/payet-tem-grande-possibilidade-de-voltar-e-coutinho-evolui-na-preparacao-397018.html
86,2024-07-20T08:12:44-03:00,"Além de Yerry Mina, zagueiro revelado pelo rival está mapeado, diz NTV",/noticias/alem-de-yerry-mina-zagueiro-revelado-pelo-rival-esta-mapeado-diz-ntv-397016.html
87,2024-07-19T21:43:00-03:00,César Luis Merlo diz que Yerry Mina 'hoje não está perto' do Vasco,/noticias/cesar-luis-merlo-diz-que-yerry-mina-hoje-nao-esta-perto-do-vasco-397010.html
88,2024-07-19T21:23:00-03:00,Dívida da SAF fez Botafogo rejeitar pedido do Vasco pelo Nilton Santos,/noticias/divida-da-saf-fez-botafogo-rejeitar-pedido-do-vasco-pelo-nilton-santos-397007.html
89,2024-07-19T20:48:00-03:00,Botafogo recusa pedido do Vasco para enfrentar o Fluminense no Nilton Santos,/noticias/botafogo-recusa-pedido-do-vasco-para-enfrentar-o-fluminense-no-nilton-santos-397005.html
90,2024-07-19T20:32:00-03:00,"Ex-técnico do Vasco, Álvaro Pacheco acerta com time da Arábia Saudita",/noticias/ex-tecnico-do-vasco-alvaro-pacheco-acerta-com-time-da-arabia-saudita-397003.html
91,2024-07-19T20:13:00-03:00,"Apresentação oficial de Emerson Rodríguez deve acontecer amanhã, às 12h",/noticias/apresentacao-oficial-de-emerson-rodriguez-deve-acontecer-amanha-as-12h-397001.html
92,2024-07-19T17:10:40-03:00,Vasco avança em conversas com a A-Cap,/noticias/vasco-avanca-em-conversas-com-a-a-cap-396991.html
93,2024-07-19T17:04:17-03:00,Vasco suspende ação contra a 777 na Justiça,/noticias/vasco-suspende-acao-contra-a-777-na-justica-396988.html
94,2024-07-19T15:01:49-03:00,Yerry Mina desmente rumores de possível vinda ao Brasil,/noticias/yerry-mina-desmente-rumores-de-possivel-vinda-ao-brasil-396975.html
95,2024-07-18T21:27:02-03:00,Pedrinho apresenta proposta por Yerry Mina,/noticias/pedrinho-apresenta-proposta-por-yerry-mina-396905.html
96,2024-07-18T19:28:15-03:00,Vegetti comemora 50 jogos pelo Vasco: 'É uma honra e uma responsabilidade',/noticias/vegetti-comemora-50-jogos-pelo-vasco-e-uma-honra-e-uma-responsabilidade-396899.html
97,2024-07-18T18:36:07-03:00, ‘O que esse cara já garantiu de pontos pro Vasco não é brincadeira’,/noticias/o-que-esse-cara-ja-garantiu-de-pontos-pro-vasco-nao-e-brincadeira-396891.html
98,2024-07-18T17:49:22-03:00,Textor se posiciona após declaração de Pedrinho: 'Ele está 100% correto',/noticias/textor-se-posiciona-apos-declaracao-de-pedrinho-ele-esta-100-correto-396881.html
99,2024-07-18T16:54:32-03:00,"Criciúma estaria interessado em Serginho, do Vasco",/noticias/criciuma-estaria-interessado-em-serginho-do-vasco-396876.html
100,2024-07-18T16:09:26-03:00,Vasco x Fluminense pode acontecer no Estádio Nilton Santos,/noticias/vasco-x-fluminense-pode-acontecer-no-estadio-nilton-santos-396873.html
101,2024-07-18T15:50:02-03:00,Pedrinho rebate acusação de Textor: 'Ele mexeu em um campo...',/noticias/pedrinho-rebate-acusacao-de-textor-ele-mexeu-em-um-campo-396868.html
102,2024-07-18T15:10:09-03:00,Dirigentes de clubes cariocas conversam após sorteio da CdB,/noticias/dirigentes-de-clubes-cariocas-conversam-apos-sorteio-da-cdb-396863.html
103,2024-07-18T14:11:09-03:00,Vasco enfrenta o Atlético-GO pela quarta fase da Copa do Brasil,/noticias/vasco-enfrenta-o-atletico-go-pela-quarta-fase-da-copa-do-brasil-396859.html
104,2024-07-18T12:36:54-03:00,Ouça a narração do gol de David contra o Atlético-GO na voz de Luiz Penido,/noticias/ouca-a-narracao-do-gol-de-david-contra-o-atletico-go-na-voz-de-luiz-penido-396852.html
105,2024-07-18T11:57:51-03:00,‘A torcida do Vasco é mandante em qualquer lugar do Brasil’,/noticias/a-torcida-do-vasco-e-mandante-em-qualquer-lugar-do-brasil-396847.html
106,2024-07-18T11:38:04-03:00,Vegetti: 'Tenho que trabalhar ainda mais para melhorar e corrigir',/noticias/vegetti-tenho-que-trabalhar-ainda-mais-para-melhorar-e-corrigir-396845.html
107,2024-07-18T11:01:24-03:00,Chute do meio-campo de Galdames contra o Atlético-GO vira assunto na web,/noticias/chute-do-meio-campo-de-galdames-contra-o-atletico-go-vira-assunto-na-web-396841.html
108,2024-07-18T10:25:28-03:00,Quatro jogadores que já passaram pelo Vasco viram destaques na MLS,/noticias/quatro-jogadores-que-ja-passaram-pelo-vasco-viram-destaques-na-mls-396836.html
109,2024-07-18T09:53:49-03:00,Juiz que tirou o título do Vasco contra o Flamengo em 2014 admite erro,/noticias/juiz-que-tirou-o-titulo-do-vasco-contra-o-flamengo-em-2014-admite-erro-396833.html
110,2024-07-18T09:20:29-03:00,Rival: Atlético-MG terá vários desfalques e um retorno contra o Vasco,/noticias/rival-atletico-mg-tera-varios-desfalques-e-um-retorno-contra-o-vasco-396832.html
111,2024-07-17T21:57:14-03:00,Notas dos jogadores do Vasco na vitória contra o Atlético-GO,/noticias/notas-dos-jogadores-do-vasco-na-vitoria-contra-o-atletico-go-396811.html
112,2024-07-17T21:54:07-03:00,Súmula de Atlético-GO 0 x 1 Vasco,/noticias/sumula-de-atletico-go-0-x-1-vasco-396810.html
113,2024-07-17T20:56:00-03:00,Vasco vence o Atlético-GO por 1 a 0,/noticias/vasco-vence-o-atletico-go-por-1-a-0-2-396796.html
114,2024-07-17T16:28:59-03:00,Corinthians ingressa com ação de cobrança sobre dívida de Lucas Piton,/noticias/corinthians-ingressa-com-acao-de-cobranca-sobre-divida-de-lucas-piton-396758.html
115,2024-07-17T16:02:24-03:00,'BIDou!': Emerson Rodríguez está apto para estrear pelo Vasco,/noticias/bidou-emerson-rodriguez-esta-apto-para-estrear-pelo-vasco-396755.html
116,2024-07-17T14:27:51-03:00,Payet deixa de seguir Enzo Fernandez após meia cantar música racista,/noticias/payet-deixa-de-seguir-enzo-fernandez-apos-meia-cantar-musica-racista-396750.html
117,2024-07-17T12:21:30-03:00,Textor diz estar preocupado com mudança no controle da SAF do Vasco,/noticias/textor-diz-estar-preocupado-com-mudanca-no-controle-da-saf-do-vasco-396732.html
118,2024-07-17T11:14:54-03:00,João Victor faz aniversário hoje (17),/noticias/joao-victor-faz-aniversario-hoje-17-396730.html
119,2024-07-17T08:24:46-03:00,"Paulinho: 'Lutar, perseverar e nunca desistir! isso me define! Seguimos...'",/noticias/paulinho-lutar-perseverar-e-nunca-desistir-isso-me-define-seguimos-396718.html
120,2024-07-16T20:32:33-03:00,Torcedores já aguardam chegada da delegação vascaína no hotel,/noticias/torcedores-ja-aguardam-chegada-da-delegacao-vascaina-no-hotel-396702.html
121,2024-07-16T19:56:21-03:00,'A Barreira vai virar baile' versão forró viraliza na web,/noticias/a-barreira-vai-virar-baile-versao-forro-viraliza-na-web-396698.html
122,2024-07-16T19:52:03-03:00,Feminino: CBF divulga tabela detalhada da final do Brasileiro A3,/noticias/feminino-cbf-divulga-tabela-detalhada-da-final-do-brasileiro-a3-396697.html
123,2024-07-16T15:14:20-03:00,"Clayton viaja para se apresentar ao Rio Ave, de Portugal",/noticias/clayton-viaja-para-se-apresentar-ao-rio-ave-de-portugal-396676.html
124,2024-07-16T14:16:39-03:00,Pedrosa: GB foi relacionado para o jogo contra o Atlético-GO,/noticias/pedrosa-gb-foi-relacionado-para-o-jogo-contra-o-atletico-go-396671.html
125,2024-07-16T13:15:23-03:00,FIFA intima o Vasco a se defender no processo movido por Ramón Díaz,/noticias/fifa-intima-o-vasco-a-se-defender-no-processo-movido-por-ramon-diaz-396666.html
126,2024-07-16T11:23:07-03:00,Nicola: 'Vasco apresenta atacante e avança por outro',/noticias/nicola-vasco-apresenta-atacante-e-avanca-por-outro-396658.html
127,2024-07-16T09:09:19-03:00,Ramón Díaz é desmentido pelo Vasco após coletiva; veja resposta,/noticias/ramon-diaz-e-desmentido-pelo-vasco-apos-coletiva-veja-resposta-396653.html
128,2024-07-15T21:42:11-03:00,Talento de Coutinho e Payet encanta no treino do CT Moacyr Barbosa,/noticias/talento-de-coutinho-e-payet-encanta-no-treino-do-ct-moacyr-barbosa-396645.html
129,2024-07-15T19:46:25-03:00,"Vasco estaria devendo R$ 1,2 milhão à Familia Díaz pela temporada 2023",/noticias/vasco-estaria-devendo-r-12-milhao-a-familia-diaz-pela-temporada-2023-396637.html
130,2024-07-15T18:23:20-03:00,Vasco posta foto de Coutinho e Payet abraçados,/noticias/vasco-posta-foto-de-coutinho-e-payet-abracados-396632.html
131,2024-07-15T14:43:14-03:00,Coutinho ainda não tem data para estrear no Vasco,/noticias/coutinho-ainda-nao-tem-data-para-estrear-no-vasco-396611.html
132,2024-07-15T13:39:50-03:00,Ramón Díaz fala sobre saída do Vasco,/noticias/ramon-diaz-fala-sobre-saida-do-vasco-396606.html
133,2024-07-15T08:07:10-03:00,Bruno Lopes é chamado de 'Endrick do Vasco da Gama' por jornal da Espanha,/noticias/bruno-lopes-e-chamado-de-endrick-do-vasco-da-gama-por-jornal-da-espanha-396579.html
134,2024-07-14T15:13:03-03:00,Velório de Sérgio de Oliveira Cabral Santos será na Sede Náutica,/noticias/velorio-de-sergio-de-oliveira-cabral-santos-sera-na-sede-nautica-396547.html
135,2024-07-14T13:45:30-03:00,Vasco anuncia a contratação de Souza,/noticias/vasco-anuncia-a-contratacao-de-souza-396536.html
136,2024-07-14T13:14:08-03:00,Vasco lamenta o falecimento de Sérgio de Oliveira Cabral Santos,/noticias/vasco-lamenta-o-falecimento-de-sergio-de-oliveira-cabral-santos-396529.html
137,2024-07-14T11:29:00-03:00,Ator e produtor espanhol Antonio Banderas recebe camisa do Vasco,/noticias/ator-e-produtor-espanhol-antonio-banderas-recebe-camisa-do-vasco-396523.html
138,2024-07-14T08:38:00-03:00,"Ídolo do Vasco, Brito deseja sucesso a Coutinho na sua volta ao Vasco",/noticias/idolo-do-vasco-brito-deseja-sucesso-a-coutinho-na-sua-volta-ao-vasco-396495.html
139,2024-07-13T23:41:39-03:00,Setorista do Atalanta liga o nome de Rafael Tolói ao Vasco,/noticias/setorista-do-atalanta-liga-o-nome-de-rafael-toloi-ao-vasco-396489.html
140,2024-07-13T18:18:00-03:00,"Vasco informa falecimento da mãe de Gary Medel, ex-zagueiro do Vasco",/noticias/vasco-informa-falecimento-da-mae-de-gary-medel-ex-zagueiro-do-vasco-396474.html
141,2024-07-13T18:09:00-03:00,"San Lorenzo chega a acordo com Andrés Vombergar, informa César Luis Merlo",/noticias/san-lorenzo-chega-a-acordo-com-andres-vombergar-informa-cesar-luis-merlo-396472.html
142,2024-07-13T17:03:00-03:00,Brian Rodriguez só seria negociado por no mínimo 8 milhões de dólares,/noticias/brian-rodriguez-so-seria-negociado-por-no-minimo-8-milhoes-de-dolares-396468.html
143,2024-07-13T16:34:00-03:00,Empresário estaria cobrando o Vasco por comissão na contratação de Payet,/noticias/empresario-estaria-cobrando-o-vasco-por-comissao-na-contratacao-de-payet-396466.html
144,2024-07-13T16:14:00-03:00,Richarlison foi aplaudido por torcedores durante apresentação de Coutinho,/noticias/richarlison-foi-aplaudido-por-torcedores-durante-apresentacao-de-coutinho-396463.html
145,2024-07-13T15:21:00-03:00,"Ex-Vasco, Dunga e sua esposa sofrem acidente no Paraná",/noticias/ex-vasco-dunga-e-sua-esposa-sofrem-acidente-no-parana-396451.html
146,2024-07-13T14:39:00-03:00,"Ex-Vasco, Cauan Barros vive boa fase no Amazonas",/noticias/ex-vasco-cauan-barros-vive-boa-fase-no-amazonas-396445.html
147,2024-07-13T14:10:00-03:00,Sergio Busquets manda recado para Coutinho em sua apresentação,/noticias/sergio-busquets-manda-recado-para-coutinho-em-sua-apresentacao-396444.html
148,2024-07-13T14:03:00-03:00,Bruno Guimarães deixa mensagem para Coutinho durante apresentação,/noticias/bruno-guimaraes-deixa-mensagem-para-coutinho-durante-apresentacao-396443.html
149,2024-07-13T13:55:00-03:00,Reação dos vascaínos ao Neymar aparecer em vídeo na apresentação de Coutinho,/noticias/reacao-dos-vascainos-ao-neymar-aparecer-em-video-na-apresentacao-de-coutinho-396440.html
150,2024-07-13T13:01:41-03:00,Coutinho se emocionou durante a apresentação; veja vídeo,/noticias/coutinho-se-emocionou-durante-a-apresentacao-veja-video-396414.html
151,2024-07-13T11:13:36-03:00,Organizada faz bandeira em homenagem a Coutinho,/noticias/organizada-faz-bandeira-em-homenagem-a-coutinho-396384.html
152,2024-07-13T08:39:44-03:00,"Nova patrocinadora do Vasco, R10 anuncia parceria com vídeo na rede social",/noticias/nova-patrocinadora-do-vasco-r10-anuncia-parceria-com-video-na-rede-social-396358.html
153,2024-07-12T22:39:29-03:00,"Especulado no Vasco, Andrés Vombergar virá para o Rio de Janeiro",/noticias/especulado-no-vasco-andres-vombergar-vira-para-o-rio-de-janeiro-396347.html
154,2024-07-12T19:55:34-03:00,Ramón e Emiliano Díaz já estariam regularizados no BID pelo Corinthians,/noticias/ramon-e-emiliano-diaz-ja-estariam-regularizados-no-bid-pelo-corinthians-396342.html
155,2024-07-12T18:25:02-03:00,"Vasco abriu negociação com Pepe, que não deseja jogar no Brasil",/noticias/vasco-abriu-negociacao-com-pepe-que-nao-deseja-jogar-no-brasil-396336.html
156,2024-07-12T08:13:16-03:00,Alan Kardec e Talles Magno comemoram volta de Philippe Coutinho ao Vasco,/noticias/alan-kardec-e-talles-magno-comemoram-volta-de-philippe-coutinho-ao-vasco-396263.html
157,2024-07-11T20:10:00-03:00,Pedrinho diz que objetivo é que Vasco chegue aos 100 mil sócios,/noticias/pedrinho-diz-que-objetivo-e-que-vasco-chegue-aos-100-mil-socios-396251.html
158,2024-07-11T17:26:34-03:00,Artista ilustra desenho de Philippe Coutinho,/noticias/artista-ilustra-desenho-de-philippe-coutinho-396220.html
159,2024-07-11T17:20:38-03:00,Pedrinho explica planos do Vasco no mercado,/noticias/pedrinho-explica-planos-do-vasco-no-mercado-396219.html
160,2024-07-11T16:59:33-03:00,Leão faz 75 anos hoje (11),/noticias/leao-faz-75-anos-hoje-11-396214.html
161,2024-07-11T16:12:24-03:00,Torcedor do Bahia se rende: 'Aqui no Rio não tem como ser outro time...',/noticias/torcedor-do-bahia-se-rende-aqui-no-rio-nao-tem-como-ser-outro-time-396206.html
162,2024-07-11T10:42:23-03:00,Sforza tentava esse gol há tempos; relembre a falta contra o Vitória,/noticias/sforza-tentava-esse-gol-ha-tempos-relembre-a-falta-contra-o-vitoria-396133.html
163,2024-07-11T08:32:56-03:00,Vídeo de Piton saindo de campo contra o Corinthians vira momento emblemático,/noticias/video-de-piton-saindo-de-campo-contra-o-corinthians-vira-momento-emblematico-396115.html
164,2024-07-11T08:05:23-03:00,Pedrinho viraliza ao festejar como um torcedor a vitória sobre o Corinthians,/noticias/pedrinho-viraliza-ao-festejar-como-um-torcedor-a-vitoria-sobre-o-corinthians-396109.html
165,2024-07-10T23:56:13-03:00,Náutico teria se arrependido de vender Mateus Carvalho por preço baixo,/noticias/nautico-teria-se-arrependido-de-vender-mateus-carvalho-por-preco-baixo-396108.html
166,2024-07-10T21:46:48-03:00,Notas dos jogadores do Vasco na vitória contra o Corinthians,/noticias/notas-dos-jogadores-do-vasco-na-vitoria-contra-o-corinthians-396088.html
167,2024-07-10T21:35:43-03:00,Sforza comenta sobre o que mudou no time com Rafael Paiva no comando,/noticias/sforza-comenta-sobre-o-que-mudou-no-time-com-rafael-paiva-no-comando-396086.html
168,2024-07-10T21:18:19-03:00,Lucas Piton: 'Eu acredito que o trabalho recompensa',/noticias/lucas-piton-eu-acredito-que-o-trabalho-recompensa-396082.html
169,2024-07-10T21:05:09-03:00,Vasco estava há 14 anos sem vencer o Corinthians,/noticias/vasco-estava-ha-14-anos-sem-vencer-o-corinthians-396080.html
170,2024-07-10T21:00:20-03:00,Vasco vence o Corinthians por 2 a 0 em São Januário,/noticias/vasco-vence-o-corinthians-por-2-a-0-em-sao-januario-396078.html
171,2024-07-10T19:07:33-03:00,Acompanhe ao tempo real de Vasco x Corinthians na VascoTV,/noticias/acompanhe-ao-tempo-real-de-vasco-x-corinthians-na-vascotv-396071.html
172,2024-07-10T18:08:26-03:00,Torcida abraça ideia de associação em massa: ‘Voltar ao topo’,/noticias/torcida-abraca-ideia-de-associacao-em-massa-voltar-ao-topo-396052.html
173,2024-07-10T18:04:39-03:00,Ramón Díaz: Jurídico do Vasco se prepara para 'guerra' na FIFA,/noticias/ramon-diaz-juridico-do-vasco-se-prepara-para-guerra-na-fifa-396048.html
174,2024-07-10T18:01:11-03:00,Escalação do Vasco para enfrentar o Corinthians,/noticias/escalacao-do-vasco-para-enfrentar-o-corinthians-396045.html
175,2024-07-10T15:51:29-03:00,Salgado comemora retorno de Coutinho,/noticias/salgado-comemora-retorno-de-coutinho-396019.html
176,2024-07-10T14:42:29-03:00,Ramón Díaz cobra R$ 26 milhões do Vasco na Justiça,/noticias/ramon-diaz-cobra-r-26-milhoes-do-vasco-na-justica-396007.html
177,2024-07-10T14:10:59-03:00,Ramón Díaz aciona a FIFA pedindo indenização do contrato com o Vasco,/noticias/ramon-diaz-aciona-a-fifa-pedindo-indenizacao-do-contrato-com-o-vasco-396002.html
178,2024-07-10T11:11:00-03:00,Philippe Coutinho é oficialmente anunciado pelo Vasco,/noticias/philippe-coutinho-e-oficialmente-anunciado-pelo-vasco-395962.html
179,2024-07-10T10:34:37-03:00,R. Díaz estará em camarote da diretoria do Corinthians para jogo com Vasco,/noticias/r-diaz-estara-em-camarote-da-diretoria-do-corinthians-para-jogo-com-vasco-395959.html
180,2024-07-10T08:29:12-03:00,Vasco tenta encontrar destino para Puma Rodríguez,/noticias/vasco-tenta-encontrar-destino-para-puma-rodriguez-395951.html
181,2024-07-09T23:29:56-03:00,Puma Rodriguez deve integrar barca que deixará o Vasco no meio do ano,/noticias/puma-rodriguez-deve-integrar-barca-que-deixara-o-vasco-no-meio-do-ano-395941.html
182,2024-07-09T22:35:24-03:00,Vasco anunciará Coutinho quando empréstimo estiver liberado no TMS,/noticias/vasco-anunciara-coutinho-quando-emprestimo-estiver-liberado-no-tms-395939.html
183,2024-07-09T20:26:49-03:00,Vasco está dividido entre anunciar Coutinho hoje e amanhã (10),/noticias/vasco-esta-dividido-entre-anunciar-coutinho-hoje-e-amanha-10-395935.html
184,2024-07-09T20:20:08-03:00,Contrato de Philippe Coutinho com o Vasco já está assinado,/noticias/contrato-de-philippe-coutinho-com-o-vasco-ja-esta-assinado-395934.html
185,2024-07-09T20:11:25-03:00,Justiça determina penhora de 10% das ações da SAF para pagamento de dívida,/noticias/justica-determina-penhora-de-10-das-acoes-da-saf-para-pagamento-de-divida-395932.html
186,2024-07-09T20:03:36-03:00,Acordo entre Vasco e Coutinho foi selado na noite desta terça (09),/noticias/acordo-entre-vasco-e-coutinho-foi-selado-na-noite-desta-terca-09-395929.html
